ID, Version, Start Time, End Time, Jupiter RA, Jupiter DEC
112600220010, 001, 55929.1421365069, 55929.1513726242, 327.3848, -14.11891
112600230010, 001, 55929.1527152177, 55929.1635948546, 330.06879, -13.22267
124200010010, 001, 56275.4612080873, 56275.4704789284, 332.74156, -12.29556
124200020010, 001, 56275.4718215222, 56275.4821456049, 335.40357, -11.33967
168600570010, 001, 57544.0516742304, 57544.0585376613, 338.05543, -10.35716
168600580010, 001, 57544.0595561806, 57544.072669616, 340.69791, -9.35025
230200070010, 001, 59179.9573055435, 59179.9641689735, 343.33188, -8.32119
230200080010, 001, 59179.9654999928, 59180.0039259415, 345.95832, -7.27232
230200570010, 001, 59182.0455822444, 59182.0864503241, 348.57831, -6.20598
230200570020, 001, 59182.0864503241, 59182.1122026541, 351.19304, -5.12459
236600540010, 001, 59352.0036135086, 59352.0374792702, 353.80371, -4.03059
236600550010, 001, 59352.0388218636, 59352.0727107734, 356.41162, -2.92645
236600560010, 001, 59352.0740533668, 59352.1079307025, 359.01813, -1.81467
236600570010, 001, 59352.1092732959, 59352.1431506317, 1.62458, -0.69778
236600580010, 001, 59352.1447015586, 59352.1785557462, 4.23241, 0.42166
236600590010, 001, 59352.1798983396, 59352.2137756755, 6.84305, 1.54111
236600600010, 001, 59352.2151066948, 59352.2489956049, 9.45785, 2.65797
236600610010, 001, 59352.2505349577, 59352.2844007197, 12.07823, 3.76966
236600620010, 001, 59352.285731739, 59352.3355928816, 14.70556, 4.87357
236700010010, 001, 59352.8295862436, 59352.8364380996, 17.34114, 5.96711
236700020010, 001, 59352.8378154153, 59352.8723871955, 19.98624, 7.04768
236700030010, 001, 59352.8743200671, 59352.9082784209, 22.64209, 8.1127
236700040010, 001, 59352.9098293478, 59352.9436835348, 25.30977, 9.15961
236700050010, 001, 59352.9452228876, 59352.9790886487, 27.99029, 10.18583
236700060010, 001, 59352.980419668, 59353.0143085774, 30.68457, 11.18886
236700070010, 001, 59353.0156395967, 59353.0495285061, 33.39335, 12.16619
236700080010, 001, 59353.0508595254, 59353.0847484349, 36.11725, 13.11538
236700090010, 001, 59353.0860794542, 59353.1199567896, 38.85678, 14.03405
236700100010, 001, 59353.121299383, 59353.1551767185, 41.61222, 14.91985
